,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
676,0 days 02:41:32.421000,OCO,31,0 days 00:01:37.129000,42.0,4.0,,,0 days 00:00:34.865000,0 days 00:00:43.459000,0 days 00:00:18.805000,0 days 02:40:30.068000,0 days 02:41:13.527000,0 days 02:41:32.332000,278.0,300.0,256.0,299.0,False,MEDIUM,9.0,True,Alpine,0 days 02:39:55.292000,2024-04-07 06:40:56.926,1,15.0,False,,False,True
677,0 days 02:43:09.899000,OCO,31,0 days 00:01:37.478000,43.0,4.0,,,0 days 00:00:35.112000,0 days 00:00:43.498000,0 days 00:00:18.868000,0 days 02:42:07.444000,0 days 02:42:50.942000,0 days 02:43:09.810000,275.0,300.0,248.0,297.0,False,MEDIUM,10.0,True,Alpine,0 days 02:41:32.421000,2024-04-07 06:42:34.055,1,15.0,False,,False,True
678,0 days 02:44:50.860000,OCO,31,0 days 00:01:40.961000,44.0,4.0,,,0 days 00:00:37.447000,0 days 00:00:44.739000,0 days 00:00:18.775000,0 days 02:43:47.257000,0 days 02:44:31.996000,0 days 02:44:50.771000,,304.0,261.0,302.0,False,MEDIUM,11.0,True,Alpine,0 days 02:43:09.899000,2024-04-07 06:44:11.533,1,15.0,False,,False,True
679,0 days 02:46:27.843000,OCO,31,0 days 00:01:36.983000,45.0,4.0,,,0 days 00:00:34.933000,0 days 00:00:43.237000,0 days 00:00:18.813000,0 days 02:45:25.704000,0 days 02:46:08.941000,0 days 02:46:27.754000,279.0,301.0,259.0,302.0,False,MEDIUM,12.0,True,Alpine,0 days 02:44:50.860000,2024-04-07 06:45:52.494,1,15.0,False,,False,True
680,0 days 02:48:04.934000,OCO,31,0 days 00:01:37.091000,46.0,4.0,,,0 days 00:00:35.059000,0 days 00:00:43.245000,0 days 00:00:18.787000,0 days 02:47:02.813000,0 days 02:47:46.058000,0 days 02:48:04.845000,277.0,301.0,257.0,300.0,False,MEDIUM,13.0,True,Alpine,0 days 02:46:27.843000,2024-04-07 06:47:29.477,1,15.0,False,,False,True
681,0 days 02:49:42.315000,OCO,31,0 days 00:01:37.381000,47.0,4.0,,,0 days 00:00:35.056000,0 days 00:00:43.458000,0 days 00:00:18.867000,0 days 02:48:39.901000,0 days 02:49:23.359000,0 days 02:49:42.226000,276.0,300.0,257.0,299.0,False,MEDIUM,14.0,True,Alpine,0 days 02:48:04.934000,2024-04-07 06:49:06.568,1,15.0,False,,False,True
682,0 days 02:51:19.151000,OCO,31,0 days 00:01:36.836000,48.0,4.0,,,0 days 00:00:34.810000,0 days 00:00:43.239000,0 days 00:00:18.787000,0 days 02:50:17.036000,0 days 02:51:00.275000,0 days 02:51:19.062000,275.0,300.0,257.0,298.0,False,MEDIUM,15.0,True,Alpine,0 days 02:49:42.315000,2024-04-07 06:50:43.949,1,15.0,False,,False,True
683,0 days 02:52:55.842000,OCO,31,0 days 00:01:36.691000,49.0,4.0,,,0 days 00:00:34.735000,0 days 00:00:43.248000,0 days 00:00:18.708000,0 days 02:51:53.797000,0 days 02:52:37.045000,0 days 02:52:55.753000,276.0,300.0,257.0,297.0,True,MEDIUM,16.0,True,Alpine,0 days 02:51:19.151000,2024-04-07 06:52:20.785,1,15.0,False,,False,True
684,0 days 02:54:32.478000,OCO,31,0 days 00:01:36.636000,50.0,4.0,,,0 days 00:00:34.620000,0 days 00:00:43.263000,0 days 00:00:18.753000,0 days 02:53:30.373000,0 days 02:54:13.636000,0 days 02:54:32.389000,,301.0,257.0,298.0,True,MEDIUM,17.0,True,Alpine,0 days 02:52:55.842000,2024-04-07 06:53:57.476,1,15.0,False,,False,True
685,0 days 02:56:09.309000,OCO,31,0 days 00:01:36.831000,51.0,4.0,,,0 days 00:00:34.767000,0 days 00:00:43.263000,0 days 00:00:18.801000,0 days 02:55:07.156000,0 days 02:55:50.419000,0 days 02:56:09.220000,275.0,301.0,257.0,298.0,False,MEDIUM,18.0,True,Alpine,0 days 02:54:32.478000,2024-04-07 06:55:34.112,1,15.0,False,,False,True
686,0 days 02:57:45.541000,OCO,31,0 days 00:01:36.232000,52.0,4.0,,,0 days 00:00:34.512000,0 days 00:00:42.973000,0 days 00:00:18.747000,0 days 02:56:43.732000,0 days 02:57:26.705000,0 days 02:57:45.452000,,300.0,257.0,300.0,True,MEDIUM,19.0,True,Alpine,0 days 02:56:09.309000,2024-04-07 06:57:10.943,1,15.0,False,,False,True
687,0 days 01:05:38.559000,STR,18,,1.0,1.0,,0 days 01:05:34.947000,,0 days 00:01:26.629000,0 days 00:00:51.822000,,0 days 01:04:48.690000,0 days 01:05:40.489000,268.0,162.0,,121.0,False,SOFT,1.0,True,Aston Martin,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,17.0,False,,False,False
688,0 days 01:34:06.941000,STR,18,,2.0,2.0,0 days 01:32:00.427000,,,0 days 00:00:48.537000,0 days 00:00:45.206000,,0 days 01:33:23.783000,0 days 01:35:46.678000,275.0,277.0,35.0,244.0,False,SOFT,1.0,True,Aston Martin,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,14.0,False,,False,False
689,0 days 01:36:21.623000,STR,18,0 days 00:02:14.682000,3.0,2.0,,,,0 days 00:00:44.866000,0 days 00:00:19.252000,,0 days 01:36:04.411000,0 days 01:36:23.568000,,297.0,254.0,296.0,True,SOFT,2.0,True,Aston Martin,0 days 01:34:06.941000,2024-04-07 05:35:08.575,1,10.0,False,,False,False
690,0 days 01:38:01.151000,STR,18,0 days 00:01:39.528000,4.0,2.0,,,0 days 00:00:36.379000,0 days 00:00:44.265000,0 days 00:00:18.884000,0 days 01:36:59.932000,0 days 01:37:44.197000,0 days 01:38:03.081000,276.0,299.0,257.0,302.0,True,SOFT,3.0,True,Aston Martin,0 days 01:36:21.623000,2024-04-07 05:37:23.257,1,11.0,False,,False,True
691,0 days 01:39:40.703000,STR,18,0 days 00:01:39.552000,5.0,2.0,,,0 days 00:00:36.195000,0 days 00:00:44.172000,0 days 00:00:19.185000,0 days 01:38:39.276000,0 days 01:39:23.448000,0 days 01:39:42.633000,275.0,301.0,260.0,303.0,False,SOFT,4.0,True,Aston Martin,0 days 01:38:01.151000,2024-04-07 05:39:02.785,1,11.0,False,,False,True
692,0 days 01:41:19.449000,STR,18,0 days 00:01:38.746000,6.0,2.0,,,0 days 00:00:35.622000,0 days 00:00:44.199000,0 days 00:00:18.925000,0 days 01:40:18.255000,0 days 01:41:02.454000,0 days 01:41:21.379000,268.0,297.0,252.0,292.0,True,SOFT,5.0,True,Aston Martin,0 days 01:39:40.703000,2024-04-07 05:40:42.337,1,11.0,False,,False,True
693,0 days 01:42:58.073000,STR,18,0 days 00:01:38.624000,7.0,2.0,,,0 days 00:00:35.863000,0 days 00:00:43.832000,0 days 00:00:18.929000,0 days 01:41:57.242000,0 days 01:42:41.074000,0 days 01:43:00.003000,271.0,296.0,252.0,293.0,True,SOFT,6.0,True,Aston Martin,0 days 01:41:19.449000,2024-04-07 05:42:21.083,1,10.0,False,,False,True
694,0 days 01:44:36.683000,STR,18,0 days 00:01:38.610000,8.0,2.0,,,0 days 00:00:35.783000,0 days 00:00:43.867000,0 days 00:00:18.960000,0 days 01:43:35.786000,0 days 01:44:19.653000,0 days 01:44:38.613000,,294.0,251.0,294.0,True,SOFT,7.0,True,Aston Martin,0 days 01:42:58.073000,2024-04-07 05:43:59.707,1,10.0,False,,False,True
695,0 days 01:46:15.564000,STR,18,0 days 00:01:38.881000,9.0,2.0,,,0 days 00:00:35.977000,0 days 00:00:43.935000,0 days 00:00:18.969000,0 days 01:45:14.590000,0 days 01:45:58.525000,0 days 01:46:17.494000,272.0,293.0,251.0,293.0,False,SOFT,8.0,True,Aston Martin,0 days 01:44:36.683000,2024-04-07 05:45:38.317,1,10.0,False,,False,True
696,0 days 01:47:54.616000,STR,18,0 days 00:01:39.052000,10.0,2.0,,,0 days 00:00:36.006000,0 days 00:00:44.041000,0 days 00:00:19.005000,0 days 01:46:53.500000,0 days 01:47:37.541000,0 days 01:47:56.546000,271.0,294.0,251.0,293.0,False,SOFT,9.0,True,Aston Martin,0 days 01:46:15.564000,2024-04-07 05:47:17.198,1,10.0,False,,False,True
697,0 days 01:49:33.719000,STR,18,0 days 00:01:39.103000,11.0,2.0,,,0 days 00:00:35.978000,0 days 00:00:44.125000,0 days 00:00:19,0 days 01:48:32.524000,0 days 01:49:16.649000,0 days 01:49:35.649000,273.0,293.0,252.0,293.0,False,SOFT,10.0,True,Aston Martin,0 days 01:47:54.616000,2024-04-07 05:48:56.250,1,10.0,False,,False,True
698,0 days 01:51:15.357000,STR,18,0 days 00:01:41.638000,12.0,2.0,,0 days 01:51:16.070000,0 days 00:00:36.035000,0 days 00:00:44.258000,0 days 00:00:21.345000,0 days 01:50:11.684000,0 days 01:50:55.942000,0 days 01:51:17.287000,,293.0,,294.0,False,SOFT,11.0,True,Aston Martin,0 days 01:49:33.719000,2024-04-07 05:50:35.353,1,9.0,False,,False,False
699,0 days 01:53:11.578000,STR,18,0 days 00:01:56.221000,13.0,3.0,0 days 01:51:39.372000,,0 days 00:00:54.666000,0 days 00:00:42.891000,0 days 00:00:18.664000,0 days 01:52:11.953000,0 days 01:52:54.844000,0 days 01:53:13.508000,275.0,296.0,257.0,294.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:51:15.357000,2024-04-07 05:52:16.991,1,15.0,False,,False,False
700,0 days 01:54:49.513000,STR,18,0 days 00:01:37.935000,14.0,3.0,,,0 days 00:00:35.636000,0 days 00:00:43.593000,0 days 00:00:18.706000,0 days 01:53:49.144000,0 days 01:54:32.737000,0 days 01:54:51.443000,276.0,297.0,261.0,300.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:53:11.578000,2024-04-07 05:54:13.212,1,15.0,False,,False,True
701,0 days 01:56:27.638000,STR,18,0 days 00:01:38.125000,15.0,3.0,,,0 days 00:00:35.618000,0 days 00:00:43.481000,0 days 00:00:19.026000,0 days 01:55:27.061000,0 days 01:56:10.542000,0 days 01:56:29.568000,268.0,297.0,253.0,290.0,False,MEDIUM,3.0,True,Aston Martin,0 days 01:54:49.513000,2024-04-07 05:55:51.147,1,13.0,False,,False,True
702,0 days 01:58:06.912000,STR,18,0 days 00:01:39.274000,16.0,3.0,,,0 days 00:00:35.918000,0 days 00:00:44.065000,0 days 00:00:19.291000,0 days 01:57:05.486000,0 days 01:57:49.551000,0 days 01:58:08.842000,272.0,301.0,259.0,297.0,False,MEDIUM,4.0,True,Aston Martin,0 days 01:56:27.638000,2024-04-07 05:57:29.272,1,13.0,False,,False,True
703,0 days 01:59:44.969000,STR,18,0 days 00:01:38.057000,17.0,3.0,,,0 days 00:00:35.629000,0 days 00:00:43.589000,0 days 00:00:18.839000,0 days 01:58:44.471000,0 days 01:59:28.060000,0 days 01:59:46.899000,271.0,299.0,259.0,297.0,False,MEDIUM,5.0,True,Aston Martin,0 days 01:58:06.912000,2024-04-07 05:59:08.546,1,12.0,False,,False,True
704,0 days 02:01:23.812000,STR,18,0 days 00:01:38.843000,18.0,3.0,,,0 days 00:00:35.501000,0 days 00:00:44.208000,0 days 00:00:19.134000,0 days 02:00:22.400000,0 days 02:01:06.608000,0 days 02:01:25.742000,278.0,303.0,259.0,303.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:59:44.969000,2024-04-07 06:00:46.603,1,11.0,False,,False,True
705,0 days 02:03:03.569000,STR,18,0 days 00:01:39.757000,19.0,3.0,,,0 days 00:00:36.330000,0 days 00:00:44.379000,0 days 00:00:19.048000,0 days 02:02:02.072000,0 days 02:02:46.451000,0 days 02:03:05.499000,275.0,299.0,259.0,300.0,False,MEDIUM,7.0,True,Aston Martin,0 days 02:01:23.812000,2024-04-07 06:02:25.446,1,12.0,False,,False,True
706,0 days 02:04:42.817000,STR,18,0 days 00:01:39.248000,20.0,3.0,,,0 days 00:00:35.822000,0 days 00:00:44.460000,0 days 00:00:18.966000,0 days 02:03:41.321000,0 days 02:04:25.781000,0 days 02:04:44.747000,,299.0,259.0,299.0,False,MEDIUM,8.0,True,Aston Martin,0 days 02:03:03.569000,2024-04-07 06:04:05.203,1,12.0,False,,False,True
707,0 days 02:06:22.369000,STR,18,0 days 00:01:39.552000,21.0,3.0,,,0 days 00:00:35.859000,0 days 00:00:44.731000,0 days 00:00:18.962000,0 days 02:05:20.606000,0 days 02:06:05.337000,0 days 02:06:24.299000,,297.0,260.0,296.0,False,MEDIUM,9.0,True,Aston Martin,0 days 02:04:42.817000,2024-04-07 06:05:44.451,1,12.0,False,,False,True
708,0 days 02:08:04.697000,STR,18,0 days 00:01:42.328000,22.0,3.0,,0 days 02:08:05.374000,0 days 00:00:36.035000,0 days 00:00:44.449000,0 days 00:00:21.844000,0 days 02:07:00.334000,0 days 02:07:44.783000,0 days 02:08:06.627000,272.0,298.0,,298.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:06:22.369000,2024-04-07 06:07:24.003,1,12.0,False,,False,False
709,0 days 02:10:01.440000,STR,18,0 days 00:01:56.743000,23.0,4.0,0 days 02:08:28.632000,,0 days 00:00:55.229000,0 days 00:00:42.773000,0 days 00:00:18.741000,0 days 02:09:01.856000,0 days 02:09:44.629000,0 days 02:10:03.370000,273.0,297.0,262.0,295.0,False,HARD,1.0,True,Aston Martin,0 days 02:08:04.697000,2024-04-07 06:09:06.331,1,11.0,False,,False,False
710,0 days 02:11:38.201000,STR,18,0 days 00:01:36.761000,24.0,4.0,,,0 days 00:00:34.994000,0 days 00:00:43.084000,0 days 00:00:18.683000,0 days 02:10:38.364000,0 days 02:11:21.448000,0 days 02:11:40.131000,275.0,298.0,262.0,296.0,True,HARD,2.0,True,Aston Martin,0 days 02:10:01.440000,2024-04-07 06:11:03.074,1,11.0,False,,False,True
711,0 days 02:13:15.196000,STR,18,0 days 00:01:36.995000,25.0,4.0,,,0 days 00:00:35.236000,0 days 00:00:43.139000,0 days 00:00:18.620000,0 days 02:12:15.367000,0 days 02:12:58.506000,0 days 02:13:17.126000,271.0,298.0,260.0,297.0,False,HARD,3.0,True,Aston Martin,0 days 02:11:38.201000,2024-04-07 06:12:39.835,1,11.0,False,,False,True
712,0 days 02:14:52.503000,STR,18,0 days 00:01:37.307000,26.0,4.0,,,0 days 00:00:35.367000,0 days 00:00:43.151000,0 days 00:00:18.789000,0 days 02:13:52.493000,0 days 02:14:35.644000,0 days 02:14:54.433000,273.0,297.0,259.0,292.0,False,HARD,4.0,True,Aston Martin,0 days 02:13:15.196000,2024-04-07 06:14:16.830,1,11.0,False,,False,True
713,0 days 02:16:29.747000,STR,18,0 days 00:01:37.244000,27.0,4.0,,,0 days 00:00:35.314000,0 days 00:00:43.160000,0 days 00:00:18.770000,0 days 02:15:29.747000,0 days 02:16:12.907000,0 days 02:16:31.677000,,299.0,259.0,293.0,False,HARD,5.0,True,Aston Martin,0 days 02:14:52.503000,2024-04-07 06:15:54.137,1,11.0,False,,False,True
714,0 days 02:18:06.835000,STR,18,0 days 00:01:37.088000,28.0,4.0,,,0 days 00:00:35.185000,0 days 00:00:43.164000,0 days 00:00:18.739000,0 days 02:17:06.862000,0 days 02:17:50.026000,0 days 02:18:08.765000,275.0,298.0,259.0,297.0,False,HARD,6.0,True,Aston Martin,0 days 02:16:29.747000,2024-04-07 06:17:31.381,1,11.0,False,,False,True
715,0 days 02:19:44.468000,STR,18,0 days 00:01:37.633000,29.0,4.0,,,0 days 00:00:35.486000,0 days 00:00:43.386000,0 days 00:00:18.761000,0 days 02:18:44.251000,0 days 02:19:27.637000,0 days 02:19:46.398000,,297.0,255.0,295.0,False,HARD,7.0,True,Aston Martin,0 days 02:18:06.835000,2024-04-07 06:19:08.469,1,11.0,False,,False,True
716,0 days 02:21:21.829000,STR,18,0 days 00:01:37.361000,30.0,4.0,,,0 days 00:00:35.342000,0 days 00:00:43.331000,0 days 00:00:18.688000,0 days 02:20:21.740000,0 days 02:21:05.071000,0 days 02:21:23.759000,280.0,297.0,260.0,297.0,False,HARD,8.0,True,Aston Martin,0 days 02:19:44.468000,2024-04-07 06:20:46.102,1,11.0,False,,False,True
717,0 days 02:22:59.558000,STR,18,0 days 00:01:37.729000,31.0,4.0,,,0 days 00:00:35.408000,0 days 00:00:43.470000,0 days 00:00:18.851000,0 days 02:21:59.167000,0 days 02:22:42.637000,0 days 02:23:01.488000,267.0,298.0,260.0,299.0,False,HARD,9.0,True,Aston Martin,0 days 02:21:21.829000,2024-04-07 06:22:23.463,1,11.0,False,,False,True
718,0 days 02:24:37.760000,STR,18,0 days 00:01:38.202000,32.0,4.0,,,0 days 00:00:35.605000,0 days 00:00:43.586000,0 days 00:00:19.011000,0 days 02:23:37.093000,0 days 02:24:20.679000,0 days 02:24:39.690000,278.0,300.0,262.0,301.0,False,HARD,10.0,True,Aston Martin,0 days 02:22:59.558000,2024-04-07 06:24:01.192,1,10.0,False,,False,True
719,0 days 02:26:17.369000,STR,18,0 days 00:01:39.609000,33.0,4.0,,,0 days 00:00:36.585000,0 days 00:00:44.110000,0 days 00:00:18.914000,0 days 02:25:16.275000,0 days 02:26:00.385000,0 days 02:26:19.299000,272.0,296.0,256.0,291.0,False,HARD,11.0,True,Aston Martin,0 days 02:24:37.760000,2024-04-07 06:25:39.394,1,10.0,False,,False,True
720,0 days 02:27:56.919000,STR,18,0 days 00:01:39.550000,34.0,4.0,,0 days 02:27:57.530000,0 days 00:00:35.382000,0 days 00:00:43.429000,0 days 00:00:20.739000,0 days 02:26:54.681000,0 days 02:27:38.110000,0 days 02:27:58.849000,277.0,298.0,,297.0,False,HARD,12.0,True,Aston Martin,0 days 02:26:17.369000,2024-04-07 06:27:19.003,1,11.0,False,,False,False
721,0 days 02:29:50.647000,STR,18,0 days 00:01:53.728000,35.0,5.0,0 days 02:28:20.378000,,0 days 00:00:53.224000,0 days 00:00:41.947000,0 days 00:00:18.557000,0 days 02:28:52.073000,0 days 02:29:34.020000,0 days 02:29:52.577000,275.0,296.0,255.0,294.0,False,SOFT,1.0,True,Aston Martin,0 days 02:27:56.919000,2024-04-07 06:28:58.553,1,13.0,False,,False,False
722,0 days 02:31:26.620000,STR,18,0 days 00:01:35.973000,36.0,5.0,,,0 days 00:00:34.832000,0 days 00:00:42.673000,0 days 00:00:18.468000,0 days 02:30:27.409000,0 days 02:31:10.082000,0 days 02:31:28.550000,274.0,296.0,257.0,293.0,True,SOFT,2.0,True,Aston Martin,0 days 02:29:50.647000,2024-04-07 06:30:52.281,1,13.0,False,,False,True
723,0 days 02:33:02.904000,STR,18,0 days 00:01:36.284000,37.0,5.0,,,0 days 00:00:34.782000,0 days 00:00:42.762000,0 days 00:00:18.740000,0 days 02:32:03.332000,0 days 02:32:46.094000,0 days 02:33:04.834000,278.0,297.0,256.0,294.0,False,SOFT,3.0,True,Aston Martin,0 days 02:31:26.620000,2024-04-07 06:32:28.254,1,13.0,False,,False,True
724,0 days 02:34:39.260000,STR,18,0 days 00:01:36.356000,38.0,5.0,,,0 days 00:00:34.904000,0 days 00:00:42.838000,0 days 00:00:18.614000,0 days 02:33:39.738000,0 days 02:34:22.576000,0 days 02:34:41.190000,276.0,297.0,255.0,293.0,False,SOFT,4.0,True,Aston Martin,0 days 02:33:02.904000,2024-04-07 06:34:04.538,1,13.0,False,,False,True
725,0 days 02:36:15.874000,STR,18,0 days 00:01:36.614000,39.0,5.0,,,0 days 00:00:35.212000,0 days 00:00:42.743000,0 days 00:00:18.659000,0 days 02:35:16.402000,0 days 02:35:59.145000,0 days 02:36:17.804000,,297.0,256.0,294.0,False,SOFT,5.0,True,Aston Martin,0 days 02:34:39.260000,2024-04-07 06:35:40.894,1,13.0,False,,False,True
726,0 days 02:37:51.718000,STR,18,0 days 00:01:35.844000,40.0,5.0,,,0 days 00:00:34.592000,0 days 00:00:42.607000,0 days 00:00:18.645000,0 days 02:36:52.396000,0 days 02:37:35.003000,0 days 02:37:53.648000,277.0,297.0,256.0,295.0,True,SOFT,6.0,True,Aston Martin,0 days 02:36:15.874000,2024-04-07 06:37:17.508,1,13.0,False,,False,True
727,0 days 02:39:27.516000,STR,18,0 days 00:01:35.798000,41.0,5.0,,,0 days 00:00:34.430000,0 days 00:00:42.798000,0 days 00:00:18.570000,0 days 02:38:28.078000,0 days 02:39:10.876000,0 days 02:39:29.446000,279.0,297.0,256.0,296.0,True,SOFT,7.0,True,Aston Martin,0 days 02:37:51.718000,2024-04-07 06:38:53.352,12,13.0,False,,False,True
728,0 days 02:41:04.072000,STR,18,0 days 00:01:36.556000,42.0,5.0,,,0 days 00:00:34.711000,0 days 00:00:43.190000,0 days 00:00:18.655000,0 days 02:40:04.157000,0 days 02:40:47.347000,0 days 02:41:06.002000,276.0,298.0,256.0,296.0,False,SOFT,8.0,True,Aston Martin,0 days 02:39:27.516000,2024-04-07 06:40:29.150,1,13.0,False,,False,True
729,0 days 02:42:40.575000,STR,18,0 days 00:01:36.503000,43.0,5.0,,,0 days 00:00:34.749000,0 days 00:00:43.089000,0 days 00:00:18.665000,0 days 02:41:40.751000,0 days 02:42:23.840000,0 days 02:42:42.505000,278.0,299.0,256.0,298.0,False,SOFT,9.0,True,Aston Martin,0 days 02:41:04.072000,2024-04-07 06:42:05.706,1,12.0,False,,False,True
730,0 days 02:44:17.060000,STR,18,0 days 00:01:36.485000,44.0,5.0,,,0 days 00:00:34.701000,0 days 00:00:43.105000,0 days 00:00:18.679000,0 days 02:43:17.206000,0 days 02:44:00.311000,0 days 02:44:18.990000,,299.0,261.0,300.0,False,SOFT,10.0,True,Aston Martin,0 days 02:42:40.575000,2024-04-07 06:43:42.209,1,11.0,False,,False,True
731,0 days 02:45:53.866000,STR,18,0 days 00:01:36.806000,45.0,5.0,,,0 days 00:00:34.907000,0 days 00:00:43.277000,0 days 00:00:18.622000,0 days 02:44:53.897000,0 days 02:45:37.174000,0 days 02:45:55.796000,276.0,293.0,264.0,297.0,False,SOFT,11.0,True,Aston Martin,0 days 02:44:17.060000,2024-04-07 06:45:18.694,1,11.0,False,,False,True
732,0 days 02:47:30.216000,STR,18,0 days 00:01:36.350000,46.0,5.0,,,0 days 00:00:34.609000,0 days 00:00:42.990000,0 days 00:00:18.751000,0 days 02:46:30.405000,0 days 02:47:13.395000,0 days 02:47:32.146000,274.0,295.0,255.0,291.0,False,SOFT,12.0,True,Aston Martin,0 days 02:45:53.866000,2024-04-07 06:46:55.500,1,11.0,False,,False,True
733,0 days 02:49:06.920000,STR,18,0 days 00:01:36.704000,47.0,5.0,,,0 days 00:00:34.800000,0 days 00:00:43.109000,0 days 00:00:18.795000,0 days 02:48:06.946000,0 days 02:48:50.055000,0 days 02:49:08.850000,278.0,294.0,255.0,294.0,False,SOFT,13.0,True,Aston Martin,0 days 02:47:30.216000,2024-04-07 06:48:31.850,1,11.0,False,,False,True
734,0 days 02:50:44.953000,STR,18,0 days 00:01:38.033000,48.0,5.0,,,0 days 00:00:34.619000,0 days 00:00:43.068000,0 days 00:00:20.346000,0 days 02:49:43.469000,0 days 02:50:26.537000,0 days 02:50:46.883000,277.0,295.0,256.0,219.0,False,SOFT,14.0,True,Aston Martin,0 days 02:49:06.920000,2024-04-07 06:50:08.554,1,11.0,False,,False,True
735,0 days 02:52:21.334000,STR,18,0 days 00:01:36.381000,49.0,5.0,,,0 days 00:00:34.751000,0 days 00:00:42.969000,0 days 00:00:18.661000,0 days 02:51:21.634000,0 days 02:52:04.603000,0 days 02:52:23.264000,,296.0,256.0,294.0,False,SOFT,15.0,True,Aston Martin,0 days 02:50:44.953000,2024-04-07 06:51:46.587,1,11.0,False,,False,True
736,0 days 02:53:57.499000,STR,18,0 days 00:01:36.165000,50.0,5.0,,,0 days 00:00:34.462000,0 days 00:00:43.069000,0 days 00:00:18.634000,0 days 02:52:57.726000,0 days 02:53:40.795000,0 days 02:53:59.429000,279.0,297.0,257.0,296.0,False,SOFT,16.0,True,Aston Martin,0 days 02:52:21.334000,2024-04-07 06:53:22.968,1,11.0,False,,False,True
737,0 days 02:55:33.769000,STR,18,0 days 00:01:36.270000,51.0,5.0,,,0 days 00:00:34.492000,0 days 00:00:42.926000,0 days 00:00:18.852000,0 days 02:54:33.921000,0 days 02:55:16.847000,0 days 02:55:35.699000,,297.0,257.0,295.0,False,SOFT,17.0,True,Aston Martin,0 days 02:53:57.499000,2024-04-07 06:54:59.133,1,11.0,False,,False,True
738,0 days 02:57:13.587000,STR,18,0 days 00:01:39.818000,52.0,5.0,,,0 days 00:00:35.758000,0 days 00:00:43.278000,0 days 00:00:20.782000,0 days 02:56:11.457000,0 days 02:56:54.735000,0 days 02:57:15.517000,280.0,299.0,239.0,257.0,False,SOFT,18.0,True,Aston Martin,0 days 02:55:33.769000,2024-04-07 06:56:35.403,1,12.0,False,,False,True
739,0 days 01:05:34.080000,GAS,10,,1.0,1.0,,0 days 01:05:29.811000,,0 days 00:01:25.099000,0 days 00:00:47.334000,,0 days 01:04:46.647000,0 days 01:05:34.117000,275.0,187.0,,123.0,False,SOFT,1.0,True,Alpine,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,16.0,False,,False,False
740,0 days 01:34:05.772000,GAS,10,,2.0,2.0,0 days 01:31:56.442000,,,0 days 00:00:48.342000,0 days 00:00:45.231000,,0 days 01:33:20.484000,0 days 01:34:05.673000,261.0,273.0,38.0,277.0,False,HARD,1.0,True,Alpine,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,13.0,False,,False,False
741,0 days 01:36:24.134000,GAS,10,0 days 00:02:18.362000,3.0,2.0,,,0 days 00:01:14.063000,0 days 00:00:45.103000,0 days 00:00:19.196000,0 days 01:35:19.736000,0 days 01:36:04.839000,0 days 01:36:24.035000,273.0,300.0,257.0,298.0,True,HARD,2.0,True,Alpine,0 days 01:34:05.772000,2024-04-07 05:35:07.406,1,14.0,False,,False,True
742,0 days 01:38:04.059000,GAS,10,0 days 00:01:39.925000,4.0,2.0,,,0 days 00:00:36.680000,0 days 00:00:44.410000,0 days 00:00:18.835000,0 days 01:37:00.715000,0 days 01:37:45.125000,0 days 01:38:03.960000,271.0,301.0,260.0,296.0,True,HARD,3.0,True,Alpine,0 days 01:36:24.134000,2024-04-07 05:37:25.768,1,14.0,False,,False,True
743,0 days 01:39:43.532000,GAS,10,0 days 00:01:39.473000,5.0,2.0,,,0 days 00:00:36.122000,0 days 00:00:44.509000,0 days 00:00:18.842000,0 days 01:38:40.082000,0 days 01:39:24.591000,0 days 01:39:43.433000,274.0,301.0,255.0,304.0,True,HARD,4.0,True,Alpine,0 days 01:38:04.059000,2024-04-07 05:39:05.693,1,14.0,False,,False,True
744,0 days 01:41:23.789000,GAS,10,0 days 00:01:40.257000,6.0,2.0,,,0 days 00:00:36.667000,0 days 00:00:44.516000,0 days 00:00:19.074000,0 days 01:40:20.100000,0 days 01:41:04.616000,0 days 01:41:23.690000,271.0,301.0,257.0,302.0,False,HARD,5.0,True,Alpine,0 days 01:39:43.532000,2024-04-07 05:40:45.166,1,14.0,False,,False,True
745,0 days 01:43:04.037000,GAS,10,0 days 00:01:40.248000,7.0,2.0,,,0 days 00:00:36.461000,0 days 00:00:44.726000,0 days 00:00:19.061000,0 days 01:42:00.151000,0 days 01:42:44.877000,0 days 01:43:03.938000,270.0,300.0,253.0,300.0,False,HARD,6.0,True,Alpine,0 days 01:41:23.789000,2024-04-07 05:42:25.423,1,13.0,False,,False,True
